,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
32016,284303,0.0001,0,0," Drama, Horror, Thriller",5.399896,0.009863033,8/29/2014,1178196,0.0004226,6.071217544,100,0.28802589,Goodnight Mommy,6.6,0.66,344,0.024440497,Elias Schwarz, Lukas Schwarz, Susanne Wuest, Hans Escher, Elfriede Schatz, Karl Purker,"Severin Fiala, Veronika Franz"
32043,283350,0.0001,0,0," Drama, Romance, Comedy",9.526911,0.017401121,9/11/2014,37151,1.33251E-05,4.569970508,89,0.252427184,Before We Go,6.5,0.65,490,0.034813499,Chris Evans, Alice Eve, Emma Fitzpatrick, Scott Evans, John Cullum, Kevin Carolan,Chris Evans
32105,209049,0.0001,0,0," Drama, Romance, Comedy",1.832762,0.00334758,6/27/2013,79,2.79774E-08,1.897627091,116,0.339805825,Tiny Times,4.2,0.42,22,0.001563055,Yang Mi, Amber Kuo, Haden Kuo, Evonne Hsieh, Kai Ko, Rhydian Vaughan,Jingming Guo
32106,211711,0.0001,0,0," Drama, Comedy, Romance",0.867512,0.001584529,8/7/2013,47,1.64995E-08,1.672097858,116,0.339805825,Tiny Times 2,4.7,0.47,16,0.001136767,Yang Mi, Amber Kuo, Haden Kuo, Evonne Hsieh, Kai Ko, Rhydian Vaughan,Jingming Guo
32124,42395,0.0001,0,0,Comedy,1.562425,0.002853803,4/24/2009,1296000,0.000464855,6.112605002,101,0.291262136,Generation 1000 Euros,5.6,0.56,31,0.002202487,Alessandro Tiberi, Valentina Lodovini, Carolina Crescentini, Francesco Mandelli, Francesco Brandi, Francesca Inaudi,Massimo Venier
32163,106417,0.0001,0,0," Thriller, Drama",1.13376,0.002070837,11/5/2011,15,5.02158E-09,1.176091259,133,0.394822006,Kaiji 2: The Ultimate Gambler,4.8,0.48,4,0.000284192,Tatsuya Fujiwara, Yusuke Iseya, Yuriko Yoshitaka, Katsuhisa Namase, Teruyuki Kagawa, Yoshizumi Ito,Tôya Satô
32172,315846,0.0001,0,0," Drama, Comedy",4.7685,0.008709773,6/13/2015,346485,0.000124278,5.539684438,128,0.378640777,Our Little Sister,7.1,0.71,96,0.006820604,Haruka Ayase, Kaho, Suzu Hirose, Shinichi Tsutsumi, Ryo Kase, Ryohei Suzuki,Hirokazu Koreeda
32173,283127,0.0001,0,0," Horror, Action",3.052285,0.005575067,5/21/2015,12756,4.57502E-06,4.105714511,115,0.336569579,Yakuza Apocalypse,5.8,0.58,40,0.002841918,Hayato Ichihara, Yayan Ruhian, Riko Narumi, Lily Franky, Reiko Takashima, Sho Aoyagi,Takashi Miike
32174,257211,35000000,0.092105263,7.544068044,Comedy,15.651705,0.028588198,9/24/2015,194564672,0.069787341,8.289063986,121,0.355987055,The Intern,7.1,0.71,1926,0.136838366,Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm, JoJo Kushner, Andrew Rannells,Nancy Meyers
32201,264644,6000000,0.015789474,6.77815125," Drama, Thriller",12.443291,0.022727956,10/16/2015,35401758,0.012698063,7.549024829,117,0.343042071,Room,8.1,0.81,2838,0.201634103,Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, William H. Macy, Tom McCamus,Lenny Abrahamson
32231,328425,5000000,0.013157895,6.698970004," Thriller, Mystery",8.585856,0.015682262,7/30/2015,58978653,0.021154731,7.77069485,108,0.313915858,The Gift,6.7,0.67,1077,0.07651865,Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman, Tim Griffin, Busy Philipps,Joel Edgerton
32239,310131,3500000,0.009210526,6.544068044," Mystery, Horror",11.840138,0.021626283,2/19/2016,40423945,0.014499444,7.606638694,92,0.262135922,The Witch,6.3,0.63,1471,0.104511545,Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson,Robert Eggers
32361,298312,5000000,0.013157895,6.698970004," Horror, Thriller",15.021058,0.027436307,9/10/2015,98450062,0.035312516,7.993215994,94,0.268608414,The Visit,6,0.6,1405,0.09982238,Olivia DeJonge, Ed Oxenbould, Kathryn Hahn, Benjamin Kanes, Deanna Dunagan, Peter McRobbie,"M. Night Shyamalan,   "
32362,290751,19500000,0.051315789,7.290034611," Crime, Drama, Mystery",6.79115,0.01240419,10/14/2015,34854990,0.012501946,7.542264962,111,0.323624595,Secret in Their Eyes,6.2,0.62,341,0.024227353,Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Lyndon Smith, Michael Kelly,Billy Ray
32364,283445,10000000,0.026315789,7,Horror,17.602928,0.032152152,8/19/2015,52882018,0.018967962,7.72330802,97,0.278317152,Sinister 2,5.5,0.55,605,0.042984014,Shannyn Sossamon, James Ransone, Robert Daniel Sloan, Dartanian Sloan, Lea Coco, Tate Ellington,
32428,192141,5000000,0.013157895,6.698970004," Action, Thriller",14.13262,0.025813555,8/26/2015,54418872,0.019519208,7.735749535,103,0.297734628,No Escape,6.7,0.67,798,0.05669627,Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, Spencer Garrett,John Erick Dowdle
32429,277216,28000000,0.073684211,7.447158031," Drama, Music",21.183077,0.038691377,8/13/2015,201634991,0.072323355,8.3045659,147,0.44012945,Straight Outta Compton,7.7,0.77,1381,0.098117229,Corey Hawkins, Jason Mitchell, Neil Brown Jr., Aldis Hodge, Marlon Yates Jr., R. Marcos Taylor,F. Gary Gray
32434,310133,0.0001,0,0,Thriller,11.070889,0.020221232,8/7/2015,134552,4.82614E-05,5.128890158,86,0.242718447,Cop Car,5.8,0.58,301,0.021385435,Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley,Jon Watts
32437,56821,0.0001,0,0," Crime, Drama, Mystery, Thriller",3.962864,0.007238261,2/17/1984,17500000,0.006276979,7.243038049,100,0.28802589,Lassiter,5.5,0.55,9,0.000639432,Tom Selleck, Jane Seymour, Lauren Hutton, Bob Hoskins, Joe Regalbuto, Ed Lauter,Roger Young
32467,13430,0.0001,0,0," Comedy, Drama",0.418197,0.000763845,11/11/2005,33053559,0.011855801,7.519218228,133,0.394822006,Always - Sunset on Third Street,7.4,0.74,10,0.00071048,Maki Horikita, Hidetaka Yoshioka, Shinichi Tsutsumi, Koyuki, Hiroko Yakushimaru, Kazuki Koshimizu,Takashi Yamazaki
32476,308084,100000,0.000263158,5," Comedy, Drama",4.832631,0.00882691,7/10/2015,702354,0.000251923,5.84655606,87,0.245954693,Tangerine,6.9,0.69,166,0.011793961,Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, James Ransone, Alla Tumanian, Luiza Nersisyan,Sean Baker
32487,319337,0.0001,0,0," Drama, War",4.969851,0.009077546,4/9/2015,147315,5.28393E-05,5.16824697,114,0.333333333,13 Minutes,7,0.7,63,0.004476021,Christian Friedel, Katharina Schüttler, Burghart Klaußner, Johann von Bülow, Felix Eitner, David Zimmerschied,"Foley, Michael Stancyk"
32499,261036,0.0001,0,0," Family, Comedy, Drama",2.099788,0.003835309,4/18/2014,37285,1.33732E-05,4.571534147,90,0.25566343,Match,5.6,0.56,16,0.001136767,Matthew Lillard, Carla Gugino, Patrick Stewart, Maduka Steady,,,Stephen Belber
32505,60850,0.0001,0,0," Comedy, Foreign",1.160355,0.002119413,8/8/2007,1101480,0.000395083,6.041976616,105,0.30420712,Fashion Victims,6.6,0.66,8,0.000568384,Edgar Selge, Florian Bartholomäi, Roman Knizka, Franziska Walser, Traute Hoess, Horst Krause,Ingo Rasper
32516,274479,60000000,0.157894737,7.77815125," Drama, Comedy",12.975936,0.023700845,12/24/2015,101134059,0.036275224,8.004897438,124,0.365695793,Joy,6.4,0.64,1619,0.115026643,Jennifer Lawrence, Bradley Cooper, Robert De Niro, Dascha Polanco, Edgar Ramírez, Elisabeth Röhm,"Steadicam Operator, David J. Thompson"
32533,28482,0.0001,0,0," Adventure, Comedy, Fantasy",1.021641,0.001866049,11/1/1979,519204,0.00018623,5.71533803,88,0.249190939,Supersonic Man,3.5,0.35,4,0.000284192,Antonio Cantafora, José Luis Ayestarán, Cameron Mitchell, Diana Polakov, José María Caffarel, Frank Braña,Juan Piquer Simón
32545,84401,500000,0.001315789,5.698970004,Documentary,0.086226,0.000157492,2/24/2012,845188,0.000303156,5.926953322,93,0.265372168,Sholem Aleichem: Laughing In The Darkness,7,0.7,2,0.000142096,Rachel Dratch, Hillel Halkin, Jason Kravitz, Dan Miron, Peter Riegert, Alan Rosenberg,Joseph Dorman
32593,115873,50000,0.000131579,4.698970004,Comedy,0.34064,0.000622185,6/2/2006,300000,0.000107605,5.477121255,110,0.32038835,The Angrez,6.9,0.69,6,0.000426288,Aziz Naser, Masti Ali, Kuntaa Nikkil, Dheer Charan Srivastav, R.K. (Mama), Ganesh Venkatraman,Kuntaa Nikkil
32601,98203,11180,2.94211E-05,4.048441804," Drama, Thriller",0.660969,0.001207273,9/5/2012,24591,8.82005E-06,4.39077619,120,0.352750809,Captive,5.9,0.59,11,0.000781528,Isabelle Huppert, Maria Isabel Lopez, Mercedes Cabral, Katherine Mulville, Marc Zanetta, Sid Lucero,Brillante Mendoza
32605,58646,0.0001,0,0," Comedy, Foreign, Romance",1.218763,0.002226097,11/13/2005,6000000,0.002152107,6.77815125,100,0.28802589,OPA!,5,0.5,3,0.000213144,Matthew Modine, Richard Griffiths, Agni Scott,,,,Udayan Prasad
32683,245168,14000000,0.036842105,7.146128036," Drama, History",8.093442,0.014782857,10/16/2015,16002420,0.00573982,7.204185665,106,0.307443366,Suffragette,7.1,0.71,440,0.031261101,Carey Mulligan, Helena Bonham Carter, Meryl Streep, Ben Whishaw, Brendan Gleeson, Romola Garai,First 
32688,319373,0.0001,0,0,Drama,4.419952,0.008073142,5/30/2015,124518,4.46623E-05,5.095232136,113,0.330097087,Sweet Bean,7,0.7,82,0.005825933,Kirin Kiki, Masatoshi Nagase, Miki Mizuno, Etsuko Ichihara, Miyoko Asada, Kyara Uchida,Naomi Kawase
32696,32671,0.0001,0,0," Drama, Thriller",0.310181,0.000566551,3/16/2006,40758,1.46189E-05,4.610212865,104,0.300970874,Hate Crime,5.9,0.59,6,0.000426288,Seth Peterson, Bruce Davison, Chad Donella, Cindy Pickett, Brian J. Smith, Susan Blakely,Tommy Stovall
32733,346646,0.0001,0,0," Action, Comedy, Crime, Thriller",3.631863,0.00663368,8/5/2015,1200627,0.000430646,6.079408106,124,0.365695793,Veteran,7.1,0.71,42,0.002984014,Hwang Jung-min, Yoo Ah-In, Yoo Hae-jin, Oh Dal-su, Jang Yoon-ju, Kim Shi-hoo,Ryoo Seung-wan
32741,217414,0.0001,0,0,Comedy,1.926826,0.00351939,11/15/2013,850259,0.000304974,5.929551238,120,0.352750809,¿Quién mató a Bambi?,5.7,0.57,22,0.001563055,Quim Gutiérrez, Julián Villagrán, Clara Lago, Úrsula Corberó, Enrico Vecchi, Ernesto Alterio,Santi Amodeo
32764,330421,0.0001,0,0," Crime, Drama, Family, Thriller",0.569463,0.001040135,7/3/2015,14000000,0.005021583,7.146128036,181,0.550161812,Papanasam,7.4,0.74,13,0.000923623,Kamal Haasan, Gowthami, Kalabhavan Mani, Asha Sarath, Niveda Thomas, Anant Mahadevan,Jeethu Joseph
32769,301351,6000000,0.015789474,6.77815125," Drama, Music, Romance",9.023686,0.016481969,8/26/2015,11122090,0.003989321,7.046186405,96,0.275080906,We Are Your Friends,6.3,0.63,673,0.047815275,Zac Efron, Emily Ratajkowski, Wes Bentley, Nick Rotteveel, Alessandro Lindblad, Jon Abrahams,Max Joseph
32778,323272,3000000,0.007894737,6.477121255,Drama,5.384163,0.009834296,8/28/2015,67790117,0.024315267,7.831166383,120,0.352750809,War Room,6.9,0.69,92,0.006536412,Priscilla C. Shirer, T.C. Stallings, Karen Abercrombie, Beth Moore, Michael Jr., Jadin Harris,Alex Kendrick
32787,276907,25000000,0.065789474,7.397940009," Crime, Thriller",11.187833,0.020434833,9/9/2015,42972994,0.015413749,7.633195613,131,0.388349515,Legend,6.7,0.67,994,0.07062167,Tom Hardy, Emily Browning, Christopher Eccleston, David Thewlis, Taron Egerton, Chazz Palminteri,"Armorer, Dan Osborne, Wigmaker, Ray Marston"
32814,306819,15000000,0.039473684,7.176091259,Drama,11.245661,0.020540457,11/27/2015,64191523,0.023024507,7.80747768,120,0.352750809,The Danish Girl,7.4,0.74,1689,0.12,Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts, Amber Heard, Ben Whishaw, Sebastian Koch,
32826,241843,0.0001,0,0," Action, Comedy, Horror",7.350821,0.013426442,10/10/2014,581011,0.000208399,5.764184355,88,0.249190939,Cooties,5.4,0.54,216,0.015346359,Elijah Wood, Alison Pill, Rainn Wilson, Jack McBrayer, Nasim Pedrad, Leigh Whannell,"Cary Murnion, Jonathan Milott"
32849,324308,0.0001,0,0,Documentary,5.019486,0.009168205,8/7/2015,494506,0.000177371,5.694171565,129,0.381877023,Steve Jobs: The Man in the Machine,6.4,0.64,134,0.009520426,Bob Belleville, Chrisann Brennan, Nolan Bushnell, Jason Chen, Nick Denton, Jesus Diaz,Alex Gibney
32868,283587,6000000,0.015789474,6.77815125," Drama, War",11.732546,0.021429764,9/11/2015,9077700,0.00325603,6.957975826,137,0.40776699,Beasts of No Nation,7.6,0.76,476,0.033818828,Idris Elba, Opeyemi Fagbohungbe, Abraham Attah, Richard Pepple, Ama K. Abebrese, Kobina Amissah-Sam,Cary Fukunaga
32884,328589,6000000,0.015789474,6.77815125," Comedy, Drama",5.799373,0.010592687,11/13/2015,41387687,0.014845123,7.616871156,104,0.300970874,The Lady in the Van,6,0.6,225,0.01598579,Maggie Smith, Alex Jennings, Frances de la Tour, Gwen Taylor, Dominic Cooper, James Corden,Nicholas Hytner
32885,338928,0.0001,0,0,Documentary,2.20137,0.004020851,9/12/2015,2642899,0.000947967,6.422080567,87,0.245954693,He Named Me Malala,5.6,0.56,51,0.003623446,Malala Yousafzai, Ziauddin Yousafzai, Toor Pekai Yousafzai, Khushal Yousafzai, Atal Yousafzai, Mobin Khan,
32891,150213,0.0001,0,0,Animation,2.162495,0.003949845,7/13/2012,44057737,0.015802829,7.644022186,71,0.194174757,Pokémon the Movie: Kyurem vs. the Sword of Justice,5.5,0.55,28,0.001989343,Jason Griffith, Rica Matsumoto, Vic Mignogna, Mamoru Miyano, Sarah Natochenny, Bill Rogers,
32894,318279,0.0001,0,0," Adventure, Documentary",3.457153,0.006314568,1/25/2015,2334228,0.000837251,6.368143274,89,0.252427184,Meru,7.4,0.74,68,0.004831261,Conrad Anker, Grace Chin, Jimmy Chin, Amee Hinkley,,,"Elizabeth Chai Vasarhelyi, Jimmy Chin"
32928,287948,25000000,0.065789474,7.397940009," Thriller, Action, Crime",11.007319,0.02010512,9/3/2015,72629670,0.02605114,7.861114071,96,0.275080906,The Transporter Refueled,5.3,0.53,573,0.04071048,Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright, Tatjana Pajković, Wenxia Yu,
32943,86868,25496629,0.067096392,7.406482765,Comedy,3.81584,0.006969718,1/31/2012,40924982,0.014679158,7.611988497,120,0.352750809,La Vérité si je Mens ! 3,5.3,0.53,98,0.0069627,Richard Anconina, José Garcia, Nicole Calfan, Bruno Solo, Vincent Elbaz, Aure Atika,Thomas Gilou
32944,31359,12560000,0.033052632,7.098989639,Comedy,4.052991,0.00740288,2/7/2001,42700000,0.01531583,7.630427875,105,0.30420712,Would I Lie to You? 2,6.4,0.64,81,0.005754885,Richard Anconina, José Garcia, Gad Elmaleh, Aure Atika, Elisa Tovati, Enrico Macias,Thomas Gilou
32948,263472,2500000,0.006578947,6.397940009," Drama, Thriller",11.898793,0.021733418,6/26/2015,6341684,0.002274664,6.802204598,99,0.284789644,Knock Knock,4.9,0.49,880,0.062522202,Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Colleen Camp, Ignacia Allamand,"Eli Roth,   "
32952,312827,0.0001,0,0," Horror, Documentary",4.601867,0.008405414,6/5/2015,28281,1.01436E-05,4.451494762,90,0.25566343,The Nightmare,5.6,0.56,92,0.006536412,Kate Angus, Forrest Borie, Christopher Bleuze-Carolan, Ana Malagon, Stephen Paynter, Jeff Reed,Rodney Ascher
32965,296523,0.0001,0,0," Drama, Thriller",13.95291,0.02548531,12/2/2016,454516,0.000163028,5.657549176,92,0.262135922,Man Down,6.3,0.63,65,0.004618117,Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara, Tory Kittles, Clifton Collins Jr,Dito Montiel
32991,81481,2200000,0.005789474,6.342422681,Drama,4.385574,0.00801035,9/22/2011,31500000,0.011298563,7.498310554,125,0.368932039,Silenced,8,0.8,88,0.00625222,Gong Yoo, Jung Yu-mi, Kim Hyun-soo, Jeong In-seo, Baek Seung-hwan, Jang Gwang,Hwang Dong-hyuk
33003,338729,0.0001,0,0," Fantasy, Romance",2.978534,0.005440359,8/20/2015,108083,3.87673E-05,5.033757391,127,0.375404531,The Beauty Inside,8.1,0.81,41,0.002912966,Han Hyo-joo, Kim Dae-myung, Do Ji-han, Park Shin-hye, Lee Beom-soo, Park Seo-Joon,Baik
33015,315335,0.0001,0,0,Comedy,2.14431,0.00391663,1/15/2015,9127383,0.003273851,6.960346275,109,0.317152104,Frau Müller muss weg!,5.9,0.59,25,0.001776199,Gabriela Maria Schmeide, Justus von Dohnányi, Anke Engelke, Ken Duken, Mina Tander, Alwara Höfels,
33061,84858,11097000,0.029202632,7.045205586," Action, Crime, Drama",2.589507,0.004729792,1/25/2012,49028000,0.017585586,7.690444177,174,0.527508091,Agneepath,6.3,0.63,46,0.003268206,Hrithik Roshan, Sanjay Dutt, Priyanka Chopra, Rishi Kapoor, Zarina Wahab, Om Puri,Karan Malhotra
33062,118051,6400000,0.016842105,6.806179974," Romance, Drama, Comedy",7.950488,0.014521748,7/13/2012,18800000,0.006743269,7.274157849,144,0.430420712,Cocktail,6.2,0.62,38,0.002699822,Deepika Padukone, Saif Ali Khan, Randeep Hooda, Diana Penty, Boman Irani, Dimple Kapadia,Homi Adajania
33067,254302,0.0001,0,0,Drama,18.947206,0.034607507,11/22/2015,346472,0.000124274,5.539668143,119,0.349514563,High-Rise,5.3,0.53,355,0.025222025,Tom Hiddleston, Sienna Miller, Jeremy Irons, Luke Evans, Elisabeth Moss, Reece Shearsmith,Ben Wheatley
33068,296100,25000000,0.065789474,7.397940009,Comedy,10.516094,0.019207886,11/20/2015,52395996,0.018793634,7.7192981,101,0.291262136,The Night Before,6.1,0.61,548,0.038934281,Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie, Lizzy Caplan, Jillian Bell, Mindy Kaling,Jonathan Levine
33070,284294,0.0001,0,0,Drama,4.248105,0.00775926,9/7/2014,166775,5.98193E-05,5.222130949,120,0.352750809,Time Out of Mind,5.6,0.56,56,0.003978686,Richard Gere, Ben Vereen, Jena Malone, Steve Buscemi, Danielle Brooks, Abigail Savage,Oren Moverman
33079,253412,55000000,0.144736842,7.740362689," Adventure, Drama",10.758754,0.01965111,9/10/2015,203427584,0.072966331,8.308409841,121,0.355987055,Everest,6.7,0.67,1805,0.128241563,Jason Clarke, Jake Gyllenhaal, Josh Brolin, John Hawkes, Sam Worthington, Robin Wright,
33080,212162,0.0001,0,0," Mystery, Animation, Fantasy",5.327787,0.009731324,10/26/2013,12947880,0.004644204,7.112198666,116,0.339805825,Puella Magi Madoka Magica the Movie Part III: Rebellion,7.3,0.73,36,0.002557726,Aoi Yuki, Chiwa Saito, Kaori Mizuhashi, Eri Kitamura, Ai Nonaka, Emiri Kato,"Sound Yota Tsuruoka, Akiyuki Shinbo, Yukihiro Miyamoto, Theme Song Performance, Alice, Theme Song Performance, Clara"
33095,334298,40000000,0.105263158,7.602059991," Action, Comedy, Fantasy",5.361771,0.009793397,7/16/2015,385284817,0.138195711,8.585781895,111,0.323624595,Monster Hunt,5.7,0.57,81,0.005754885,Bai Baihe, Jing Boran , Jiang Wu, Elaine Jin, Wallace Chung, Eric Tsang,Raman Hui
33098,314365,20000000,0.052631579,7.301029996," Drama, Thriller, History",14.63239,0.026726396,11/6/2015,88346473,0.031688514,7.946189216,128,0.378640777,Spotlight,7.8,0.78,2751,0.195452931,Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Stanley Tucci,
33100,336050,1000000,0.002631579,6," War, Drama, Thriller",6.403937,0.011696937,6/11/2015,1777043,0.000637398,6.249697937,107,0.310679612,Son of Saul,7.1,0.71,285,0.020248668,Géza Röhrig, Levente Molnár, Urs Rechn, Todd Charmont, Jerzy Walczak, Sándor Zsótér,László Nemes
33107,325348,10000000,0.026315789,7," Action, Adventure, Science Fiction",14.544852,0.026566506,9/12/2015,14333790,0.005141309,7.156361037,97,0.278317152,Hardcore Henry,6.2,0.62,780,0.055417407,Sharlto Copley, Haley Bennett, Danila Kozlovsky, Tim Roth, Andrei Dementiev, Ilya Naishuller,Dialogue
33120,295964,20000000,0.052631579,7.301029996,Drama,8.066726,0.014734059,10/2/2015,36606743,0.013130273,7.56356109,100,0.28802589,Burnt,6.3,0.63,974,0.06920071,Bradley Cooper, Sienna Miller, Lily James, Alicia Vikander, Uma Thurman, Emma Thompson,John Wells
33127,91007,0.0001,0,0," Action, Comedy, Foreign",0.08472,0.000154741,6/28/1995,13,4.30421E-09,1.113943352,98,0.281553398,The Saint of Gamblers,3.5,0.35,2,0.000142096,Eric Kot, Chingmy Yau, Ng Man-Tat, Diana Pang, Ben Lam, Ashton Chen,"Wong Jing, M"
33148,329263,0.0001,0,0,Comedy,9.221178,0.016842692,9/10/2015,83027924,0.029780833,7.919224179,115,0.336569579,Fuck You Goethe 2,6.6,0.66,286,0.020319716,Elyas M’Barek, Karoline Herfurth, Max von der Groeben, Jella Haase, Gizem Emre, Johannes Nussbaum,Bora Dağtekin
33149,290637,0.0001,0,0," Horror, Thriller",7.935683,0.014494706,9/16/2015,2160298,0.000774865,6.334513664,94,0.268608414,Pay the Ghost,5.1,0.51,204,0.014493783,Nicolas Cage, Sarah Wayne Callies, Veronica Ferres, Lyriq Bent, Lauren Beatty, Kalie Hunter,Uli Edel
33172,205017,4100000,0.010789474,6.612783857," Drama, Romance",1.296259,0.002367645,4/4/2013,4300000,0.001542343,6.633468456,136,0.404530744,Lootera,6.6,0.66,27,0.001918295,Ranveer Singh, Sonakshi Sinha, Adil Hussain, Vikrant Massey, Arif Zakaria, Barun Chanda,Vikramaditya Motwane
33198,271736,0.0001,0,0,Drama,5.607543,0.010242305,9/16/2015,3286448,0.001178798,6.516726765,103,0.297734628,The Program,6.1,0.61,176,0.01250444,Ben Foster, Dustin Hoffman, Jesse Plemons, Lee Pace, Guillaume Canet, Edward Hogg,Stephen Frears
33205,40251,0.0001,0,0," Mystery, Horror",0.960569,0.0017545,9/10/1993,168180,6.03232E-05,5.225774348,98,0.281553398,Witchboard 2: The Devil's Doorway,5.1,0.51,18,0.001278863,Ami Dolenz, Timothy Gibbs, Laraine Newman, John Gatins, Julie Michaels, Christopher Michael Moore,Kevin Tenney
33221,257160,220000,0.000578947,5.342422681," Comedy, Romance",0.633359,0.001156843,2/7/2014,1500000,0.000538026,6.176091259,130,0.385113269,Ohm Shanthi Oshaana,6.9,0.69,8,0.000568384,Nazriya Nazim, Nivin Pauly, Renji Panicker, Vineeth Sreenivasan, Aju Varghese, Vinaya Prasad,Jude Anthany Joseph
33224,49035,2000000,0.005263158,6.301029996," Romance, Drama",0.570021,0.001041155,4/14/2000,6000000,0.002152107,6.77815125,156,0.469255663,Alaipayuthey,6.7,0.67,6,0.000426288,Madhavan, Shalini, Swarnamalya, Vivek, Jayasudha, Pyramid Natarajan,Mani Ratnam
33230,38637,3000000,0.007894737,6.477121255," Drama, Comedy, Thriller, Romance",0.505589,0.000923468,11/14/2008,14000000,0.005021583,7.146128036,169,0.511326861,Vaaranam Aayiram,7.5,0.75,13,0.000923623,Suriya , Simran, Sameera Reddy, Ramya, Gautham Vasudev Menon,,Gautham Vasudev Menon
33304,319995,0.0001,0,0,Drama,3.534068,0.006455055,5/28/2015,52761,1.89242E-05,4.722313018,97,0.278317152,The Club,6.6,0.66,66,0.004689165,Roberto Farías, Antonia Zegers, Alfredo Castro, Alejandro Goic, Alejandro Sieveking, Jaime Vadell, Pablo Larraín
33306,159824,80000000,0.210526316,7.903089987," Animation, Comedy, Family",11.760218,0.021480308,9/21/2015,473226958,0.169739198,8.675069477,89,0.252427184,Hotel Transylvania 2,6.7,0.67,1528,0.108561279,Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi, David Spade,Genndy Tartakovsky
33352,134474,18000,4.73684E-05,4.255272505," Comedy, Romance",0.646227,0.001180347,3/3/1991,700000,0.000251079,5.84509804,150,0.449838188,Godfather,6.9,0.69,4,0.000284192,N.N. Pillai, Mukesh, Innocent, Philomina, Thilakan, Kanaka,"Lal, Siddique"
33384,309809,64000000,0.168421053,7.806179974," Adventure, Animation, Fantasy",11.376954,0.020780267,7/29/2015,97571250,0.034997299,7.989321869,92,0.262135922,The Little Prince,7.6,0.76,771,0.054777975,Jeff Bridges, Rachel McAdams, Paul Rudd, Marion Cotillard, James Franco, Benicio del Toro,Mark Osborne
33390,330112,0.0001,0,0," Drama, Romance, Comedy",5.159349,0.009423668,4/19/2015,4631,1.66071E-06,3.665674781,102,0.294498382,Ashby,6.2,0.62,191,0.01357016,Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman, Adam Aalderks, Seth Dousman,Tony McNamara
33393,314402,0.0001,0,0," Crime, Drama",5.752416,0.010506919,8/26/2015,248392,8.9094E-05,5.395137604,115,0.336569579,Dheepan,6.8,0.68,135,0.009591474,Jesuthasan Antonythasan, Kalieaswari Srinivasan, Claudine Vinasithamby, Vincent Rottiers, Faouzi Bensaïdi, Marc Zinga,
33415,318954,0.0001,0,0,Action,2.43519,0.004447929,4/6/2015,1236094,0.000443367,6.092051498,103,0.297734628,Beyond the Mask,5.7,0.57,24,0.001705151,Andrew Cheney, John Rhys-Davies, Kara Killmer, Steve Blackwood, Thomas D. Mahard, Marc Bowers,Chad Burns
33420,339988,18000000,0.047368421,7.255272505," Drama, Thriller, Science Fiction",88.439243,0.161536315,4/27/2017,20497844,0.00735226,7.311708184,110,0.32038835,The Circle,5.4,0.54,1015,0.072113677,Emma Watson, Tom Hanks, John Boyega, Karen Gillan, Ellar Coltrane, Patton Oswalt,James Ponsoldt
33422,352161,0.0001,0,0," Drama, History, Crime, Thriller",7.78904,0.014226859,8/13/2015,20381995,0.007310706,7.309246691,110,0.32038835,The Clan,6.4,0.64,120,0.008525755,Guillermo Francella, Peter Lanzani, Liliana Popovich, Gastón Cocchiarale, Giselle Motta, Franco Masini,Pablo Trapero
33424,285689,0.0001,0,0," Documentary, Music",1.380258,0.002521071,4/24/2014,365522,0.000131107,5.562913521,116,0.339805825,Glen Campbell: I'll Be Me,7.1,0.71,16,0.001136767,Glen Campbell, Kim Campbell, Ashley Campbell, Jay Leno, Jimmy Webb, Vince Gill,
33428,296098,40000000,0.105263158,7.602059991," Thriller, Drama",13.707888,0.025037772,10/15/2015,165478348,0.059354526,8.218741177,141,0.420711974,Bridge of Spies,7.2,0.72,2633,0.187069272,Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda, Sebastian Koch, Austin Stowell,
