,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
2013,123,4000000,0.010526316,6.602059991," Fantasy, Drama, Animation, Adventure",7.914795,0.014456554,11/15/1978,30471420,0.010929627,7.483892693,132,0.391585761,The Lord of the Rings,6.1,0.61,187,0.013285968,Christopher Guard, William Squire, Michael Scholes, John Hurt, Simon Chandler, Dominic Guard,Ralph Bakshi
2015,11336,10000000,0.026315789,7," Horror, Science Fiction, Thriller",11.194448,0.020446916,10/21/1983,20766616,0.007448664,7.317365732,103,0.297734628,The Dead Zone,6.9,0.69,320,0.022735346,Christopher Walken, Brooke Adams, Tom Skerritt, Martin Sheen, Herbert Lom, Anthony Zerbe,David Cronenberg
2018,10489,5000000,0.013157895,6.698970004," Horror, Thriller",7.065626,0.012905527,8/10/1983,21200000,0.007604112,7.326335861,91,0.258899676,Cujo,5.7,0.57,194,0.013783304,Dee Wallace, Danny Pintauro, Daniel Hugh Kelly, Christopher Stone, Ed Lauter, Kaiulani Lee,
2019,10823,800000,0.002105263,5.903089987," Drama, Fantasy, Horror, Thriller",11.84696,0.021638744,3/9/1984,14000000,0.005021583,7.146128036,93,0.265372168,Children of the Corn,5.6,0.56,243,0.017264654,Peter Horton, Linda Hamilton, R. G. Armstrong, John Franklin, Courtney Gains, Anne Marie McEvoy,Fritz Kiersch
2020,11497,13800000,0.036315789,7.139879086," Drama, Animation, Family, Comedy, Fantasy",7.068389,0.012910574,11/17/1989,27100027,0.009720361,7.432969724,89,0.252427184,All Dogs Go to Heaven,6.3,0.63,244,0.017335702,Burt Reynolds, Dom DeLuise, Judith Barsi, Melba Moore, Daryl Gilley, Candy Devine,
2021,2907,30000000,0.078947368,7.477121255," Horror, Comedy, Fantasy",12.962525,0.023676349,11/22/1991,191502426,0.068688961,8.28217428,99,0.284789644,The Addams Family,6.7,0.67,871,0.061882771,Raúl Juliá, Anjelica Huston, Christopher Lloyd, Christina Ricci, Carel Struycken, Dan Hedaya,Barry Sonnenfeld
2022,9454,26000000,0.068421053,7.414973348," Drama, Romance, Comedy",13.309701,0.024310474,7/31/1998,65705772,0.023567645,7.817603522,121,0.355987055,Ever After: A Cinderella Story,6.8,0.68,408,0.028987567,Drew Barrymore, Dougray Scott, Anjelica Huston, Megan Dodds, Melanie Lynskey, Timothy West,
2023,8688,73000000,0.192105263,7.86332286," Crime, Mystery",11.604533,0.021195945,8/7/1998,103891409,0.037264243,8.016579636,98,0.281553398,Snake Eyes,5.8,0.58,331,0.023516874,Nicolas Cage, Gary Sinise, John Heard, Carla Gugino, Tamara Tunie, Stan Shaw,
2027,23954,7200000,0.018947368,6.857332496," Crime, Drama, Romance",3.835188,0.007005057,9/2/1980,12729678,0.004565938,7.104817418,104,0.300970874,Atlantic City,6.7,0.67,58,0.004120782,Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli, Hollis McLaren, Robert Joy,"ADR & Dubbing, Jacques Maumont, Louis Malle, Projection, Alan Jacques"
2029,396,7500000,0.019736842,6.875061263,Drama,5.564294,0.010163309,6/21/1966,33736689,0.012100829,7.528102458,131,0.388349515,Who's Afraid of Virginia Woolf?,7.8,0.78,199,0.014138544,Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis, Agnes Flanagan, Frank Flanagan,"Mike Nichols, Rigging Gaffer, Michael A. Jones"
2030,14367,0.0001,0,0," Thriller, Comedy, Crime, Adventure",7.230508,0.013206688,7/1/1987,34368475,0.012327441,7.536160262,102,0.294498382,Adventures in Babysitting,6.6,0.66,169,0.012007105,Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Penelope Ann Miller,Chris Columbus
2031,11814,0.0001,0,0," Comedy, Romance, Fantasy",11.104542,0.0202827,8/1/1985,38934048,0.013965041,7.59032956,94,0.268608414,Weird Science,6.4,0.64,375,0.026642984,Anthony Michael Hall, Kelly LeBrock, Ilan Mitchell-Smith, Bill Paxton, Suzanne Snyder, Judie Aronson,
2035,11837,1000000,0.002631579,6," Adventure, Animation, Drama",5.602126,0.010232411,10/14/1978,3713768,0.001332071,6.56981477,88,0.249190939,Watership Down,7.3,0.73,159,0.011296625,John Hurt, Richard Briers, Michael Graham Cox, John Bennett, Simon Cadell, Ralph Richardson,Martin Rosen
2036,11704,7000000,0.018421053,6.84509804," Fantasy, Animation, Drama, Family",10.812275,0.019748868,6/17/1982,14665733,0.005260371,7.166303774,82,0.229773463,The Secret of NIMH,7.5,0.75,186,0.01321492,Derek Jacobi, Elizabeth Hartman, Arthur Malet, Dom DeLuise, Hermione Baddeley, Shannen Doherty,Don Bluth
2037,11639,15000000,0.039473684,7.176091259,Fantasy,13.524001,0.024701898,12/17/1982,40577001,0.014554343,7.608279946,93,0.265372168,The Dark Crystal,7.3,0.73,233,0.016554174,Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Steve Whitmire, Brian Muehl,Jim Henson
2038,4978,9000000,0.023684211,6.954242509," Drama, Family, Animation, Adventure",11.928545,0.021787761,11/21/1986,84542002,0.03032391,7.927072528,80,0.223300971,An American Tail,6.6,0.66,344,0.024440497,Phillip Glasser, Dom DeLuise, Nehemiah Persoff, Erica Yohn, Amy Green, John P. Finnegan,Don Bluth
2039,10380,0.0001,0,0," Adventure, Animation, Family",8.800701,0.016074682,11/21/1991,40766041,0.014622149,7.610298537,75,0.207119741,An American Tail: Fievel Goes West,6.2,0.62,180,0.012788632,Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Amy Irving,Phil Nibbelink
2041,15144,6500000,0.017105263,6.812913357," Comedy, Romance",6.683723,0.012207972,5/4/1984,23686027,0.008495812,7.37449222,93,0.265372168,Sixteen Candles,6.9,0.69,455,0.032326821,Molly Ringwald, Justin Henry, Michael Schoeffling, Haviland Morris, Gedde Watanabe, Anthony Michael Hall,John Hughes
2042,11522,0.0001,0,0,Comedy,8.568378,0.015650338,2/28/1986,40471663,0.01451656,7.60715105,96,0.275080906,Pretty in Pink,6.6,0.66,313,0.022238011,Molly Ringwald, Jon Cryer, Andrew McCarthy, Harry Dean Stanton, Annie Potts, James Spader,Howard Deutch
2043,11557,0.0001,0,0," Drama, Romance",9.116245,0.01665103,6/20/1985,37803872,0.013559664,7.577536284,110,0.32038835,St. Elmo's Fire,6,0.6,133,0.009449378,Emilio Estevez, Rob Lowe, Andrew McCarthy, Demi Moore, Judd Nelson, Ally Sheedy,Joel Schumacher
2046,37530,0.0001,0,0," Fantasy, Horror, Comedy",13.416334,0.024505242,5/14/1987,7800000,0.002797739,6.892094603,88,0.249190939,House II: The Second Story,5,0.5,66,0.004689165,Arye Gross, Jonathan Stark, Royal Dano, Bill Maher, John Ratzenberger, Jayne Modean,Ethan Wiley
2047,8393,5000000,0.013157895,6.698970004," Action, Comedy",10.973482,0.020043316,9/10/1980,60000000,0.021521073,7.77815125,109,0.317152104,The Gods Must Be Crazy,7.1,0.71,251,0.017833037,N!xau, Michael Thys, Marius Weyers, Sandra Prinsloo, Louw Verwey, Nic De Jager,Jamie Uys
2049,21661,0.0001,0,0," Comedy, Family",3.576604,0.006532748,8/14/1998,10224116,0.003667232,7.009625768,90,0.25566343,Air Bud: Golden Receiver,4.6,0.46,41,0.002912966,Kevin Zegers, Tim Conway, Dick Martin, Nora Dunn, Gregory Harrison,,Richard Martin
2051,33644,20000000,0.052631579,7.301029996," Comedy, Drama, Romance",3.645263,0.006658155,8/14/1998,37672350,0.01351249,7.576022712,124,0.365695793,How Stella Got Her Groove Back,6,0.6,24,0.001705151,Angela Bassett, Taye Diggs, Whoopi Goldberg, Regina King, Suzzanne Douglas, Michael J. Pagan,Kevin Rodney Sullivan
2057,805,3200000,0.008421053,6.505149978," Horror, Drama, Mystery",11.504558,0.021013339,6/12/1968,33395426,0.011978423,7.523686988,136,0.404530744,Rosemary's Baby,7.5,0.75,892,0.063374778,Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy,Roman Polanski
2064,36647,45000000,0.118421053,7.653212514," Horror, Action",15.043454,0.027477214,8/21/1998,131183530,0.047053505,8.117879313,120,0.352750809,Blade,6.5,0.65,1950,0.138543517,Wesley Snipes, Stephen Dorff, Kris Kristofferson, Donal Logue, Udo Kier, Arly Jover,"Stephen Norrington,  Lead"
2065,17915,0.0001,0,0," Drama, Music, Romance",7.894516,0.014419514,8/21/1998,15,5.02158E-09,1.176091259,126,0.372168285,Dance with Me,5.6,0.56,24,0.001705151,Vanessa Williams, Chayanne, Kris Kristofferson, Joan Plowright, Jane Krakowski, Beth Grant,Randa Haines
2071,4011,15000000,0.039473684,7.176091259," Fantasy, Comedy",10.627364,0.019411124,2/29/1988,73326666,0.026301142,7.865261939,92,0.262135922,Beetlejuice,7.1,0.71,1475,0.104795737,Geena Davis, Alec Baldwin, Winona Ryder, Michael Keaton, Jeffrey Jones, Glenn Shadix,Tim Burton
2073,1580,1500000,0.003947368,6.176091259," Crime, Drama, Mystery, Thriller",7.248676,0.013239872,8/23/1948,2200000,0.000789106,6.342422681,80,0.223300971,Rope,7.8,0.78,539,0.038294849,James Stewart, John Dall, Farley Granger, Constance Collier, Douglas Dick, Edith Evanson,"Alfred Hitchcock, Grip, Morris Rosen"
2074,5854,2000000,0.005263158,6.301029996," Comedy, Crime, Thriller",4.845776,0.00885092,4/9/1976,7900000,0.002833608,6.897627091,121,0.355987055,Family Plot,6.7,0.67,86,0.006110124,Barbara Harris, Bruce Dern, Karen Black, William Devane, Ed Lauter, Cathleen Nesbitt,Alfred Hitchcock
2075,573,3500000,0.009210526,6.544068044," Crime, Drama, Mystery, Thriller",5.316387,0.009710502,5/25/1972,12600000,0.004519425,7.100370545,116,0.339805825,Frenzy,7.2,0.72,162,0.011509769,Jon Finch, Alec McCowen, Barry Foster, Billie Whitelaw, Anna Massey, Barbara Leigh-Hunt,Alfred Hitchcock
2076,2370,4000000,0.010526316,6.602059991," Action, Drama, Mystery, Thriller",5.757907,0.010516948,12/18/1969,6000000,0.002152107,6.77815125,143,0.427184466,Topaz,6.1,0.61,78,0.005541741,Frederick Stafford, Dany Robin, Claude Jade, Michel Subor, Karin Dor, John Vernon,Alfred Hitchcock
2077,5780,3000000,0.007894737,6.477121255," Mystery, Thriller",6.243248,0.011403435,7/13/1966,13000000,0.004662899,7.113943352,128,0.378640777,Torn Curtain,6.4,0.64,120,0.008525755,Paul Newman, Julie Andrews, Lila Kedrova, Hansjörg Felmy, Tamara Toumanova, Wolfgang Kieling,Alfred Hitchcock
2078,506,2135161,0.005618845,6.329430628," Crime, Drama, Mystery, Thriller",6.409094,0.011706356,7/9/1964,7000000,0.002510791,6.84509804,130,0.385113269,Marnie,7.2,0.72,233,0.016554174,Tippi Hedren, Sean Connery, Diane Baker, Martin Gabel, Louise Latham, Alan Napier,Alfred Hitchcock
2079,22527,1200000,0.003157895,6.079181246," Crime, Drama, Mystery",8.56081,0.015636515,12/22/1956,2000000,0.000717369,6.301029996,105,0.30420712,The Wrong Man,6.9,0.69,105,0.007460036,Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone, Charles Cooper, John Heldabrand,Alfred Hitchcock
2080,574,2500000,0.006578947,6.397940009," Adventure, Crime, Drama, Mystery, Thriller",12.547763,0.022918777,6/1/1956,10250000,0.003676516,7.010723865,120,0.352750809,The Man Who Knew Too Much,7.3,0.73,276,0.019609236,James Stewart, Doris Day, Brenda De Banzie, Bernard Miles, Alan Mowbray, Hillary Brooke,
2081,11219,1200000,0.003157895,6.079181246," Comedy, Mystery, Thriller",6.486117,0.01184704,10/3/1955,7000000,0.002510791,6.84509804,99,0.284789644,The Trouble with Harry,6.9,0.69,152,0.01079929,Edmund Gwenn, John Forsythe, Shirley MacLaine, Mildred Natwick, Mildred Dunnock, Jerry Mathers,Alfred Hitchcock
2083,845,1200000,0.003157895,6.079181246," Crime, Drama, Thriller",15.41773,0.028160838,6/18/1951,7000000,0.002510791,6.84509804,101,0.291262136,Strangers on a Train,7.6,0.76,379,0.026927176,Farley Granger, Robert Walker, Ruth Roman, Patricia Hitchcock, Kasey Rogers, Leo G. Carroll,Alfred Hitchcock
2085,3682,13000000,0.034210526,7.113943352," Music, Drama",8.736869,0.015958091,8/28/1998,16757163,0.006010535,7.224200494,106,0.307443366,54,5.5,0.55,138,0.009804618,Ryan Phillippe, Salma Hayek, Breckin Meyer, Mike Myers, Neve Campbell, Sherry Stringfield,
2087,46702,0.0001,0,0," Drama, Romance",0.897413,0.001639144,8/28/1998,12413650,0.004452584,7.093899496,116,0.339805825,Why Do Fools Fall In Love,6.4,0.64,12,0.000852575,Vivica A. Fox, Lela Rochon, Halle Berry, Larenz Tate, Pamela Reed, Clifton Powell,Gregory Nava
2090,847,35000000,0.092105263,7.544068044," Adventure, Drama, Action",9.918312,0.018116024,5/1/1988,57269863,0.020541815,7.757926144,126,0.372168285,Willow,6.9,0.69,484,0.034387211,Warwick Davis, Val Kilmer, Joanne Whalley, Jean Marsh, Patricia Hayes, Billy Barty,Ron Howard
2091,117,25000000,0.065789474,7.397940009," Crime, Drama, History, Thriller",11.062203,0.020205367,6/2/1987,76270454,0.027357033,7.882356332,119,0.349514563,The Untouchables,7.6,0.76,1424,0.101172291,Kevin Costner, Sean Connery, Charles Martin Smith, Andy García, Robert De Niro, Richard Bradford,Brian De Palma
2103,11462,1103000,0.002902632,6.042575512," Mystery, Thriller",5.660476,0.010338988,11/14/1941,4500000,0.00161408,6.653212514,99,0.284789644,Suspicion,7.1,0.71,140,0.009946714,Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce, Dame May Whitty, Isabel Jeans,Alfred Hitchcock
2126,10220,12000000,0.031578947,7.079181246," Drama, Crime",8.783454,0.016043179,9/11/1998,22921898,0.00822173,7.360250576,121,0.355987055,Rounders,6.9,0.69,451,0.032042629,Matt Damon, John Turturro, Gretchen Mol, Goran Visnjic, Edward Norton, John Malkovich,John Dahl
2127,431,250000,0.000657895,5.397940009," Thriller, Science Fiction, Mystery",12.095263,0.022092275,9/9/1997,501818,0.000179994,5.700546235,90,0.25566343,Cube,6.9,0.69,1101,0.078223801,Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller, Julian Richings, Wayne Robson,Vincenzo Natali
2128,31641,0.0001,0,0,Drama,1.486062,0.002714325,7/7/1997,33556,1.20357E-05,4.525770186,98,0.281553398,Digging to China,6.5,0.65,10,0.00071048,Evan Rachel Wood, Kevin Bacon, Mary Stuart Masterson, Marian Seldes, Cathy Moriarty,,Timothy Hutton
2135,21873,0.0001,0,0," Drama, Family",2.48642,0.004541502,7/11/1980,22482952,0.008064287,7.351853333,96,0.275080906,My Bodyguard,6.2,0.62,31,0.002202487,Chris Makepeace, Adam Baldwin, Matt Dillon, Martin Mull, Ruth Gordon, Joan Cusack,Tony Bill
2138,12626,20000000,0.052631579,7.301029996," Comedy, Drama, Romance",8.627019,0.015757447,12/16/1987,51249404,0.018382369,7.709688819,133,0.394822006,Broadcast News,6.8,0.68,101,0.007175844,William Hurt, Albert Brooks, Holly Hunter, Robert Prosky, Lois Chiles, Joan Cusack,
2140,3525,28000000,0.073684211,7.447158031," Comedy, Drama, Romance",8.318954,0.015194759,12/20/1988,103173635,0.037006788,8.013568732,114,0.333333333,Working Girl,6.5,0.65,242,0.017193606,Harrison Ford, Melanie Griffith, Sigourney Weaver, Alec Baldwin, Joan Cusack, Philip Bosco,Mike Nichols
2142,2321,10000000,0.026315789,7," Comedy, Crime, Romance",5.611184,0.010248955,8/19/1988,21486757,0.007706967,7.332170872,104,0.300970874,Married to the Mob,5.8,0.58,67,0.004760213,Michelle Pfeiffer, Matthew Modine, Oliver Platt, Alec Baldwin, Dean Stockwell, Mercedes Ruehl,
2143,2028,0.0001,0,0," Comedy, Drama, Romance",6.953646,0.012700993,4/14/1989,20036737,0.007186868,7.301826998,100,0.28802589,Say Anything...,7.2,0.72,244,0.017335702,John Cusack, Ione Skye, John Mahoney, Lili Taylor, Amy Brooks, Pamela Adlon,Cameron Crowe
2148,11597,0.0001,0,0," Fantasy, Comedy, Science Fiction",5.923774,0.010819908,12/18/1992,23278931,0.008349793,7.366963033,118,0.346278317,Toys,5,0.5,173,0.012291297,Robin Williams, Michael Gambon, Joan Cusack, Robin Wright, Jack Warden, Debi Mazar,Barry Levinson
2150,47947,0.0001,0,0,Comedy,1.768854,0.003230851,7/16/1982,30688860,0.01100762,7.486980756,96,0.275080906,Young Doctors in Love,5.2,0.52,13,0.000923623,Michael McKean, Sean Young, Héctor Elizondo, Harry Dean Stanton, Patrick Macnee, Dabney Coleman,Garry Marshall
2151,48311,800000,0.002105263,5.903089987," Horror, Science Fiction",0.577976,0.001055685,3/12/1982,7000000,0.002510791,6.84509804,85,0.239482201,Parasite,5.1,0.51,8,0.000568384,Robert Glaudini, Demi Moore, Luca Bercovici, James Davidson, Al Fann, Tom Villard,Charles Band
2153,14347,0.0001,0,0," Comedy, Romance",7.643886,0.013961732,2/17/1984,18600000,0.006671532,7.269512944,100,0.28802589,Blame It on Rio,5.9,0.59,49,0.00348135,Michael Caine, Michelle Johnson, Joseph Bologna, Demi Moore, Valerie Harper, José Lewgoy,Stanley Donen
2156,18169,0.0001,0,0," Comedy, Drama, Romance",2.769589,0.005058716,7/2/1986,38702310,0.01388192,7.587736887,113,0.330097087,About Last Night...,5.6,0.56,51,0.003623446,Demi Moore, Rob Lowe, Jim Belushi, Elizabeth Perkins, George DiCenzo, Robin Thomas,Edward Zwick
2157,11082,0.0001,0,0," Horror, Thriller, Mystery, Fantasy",4.720395,0.008621908,4/1/1988,18875011,0.006770174,7.275887213,97,0.278317152,The Seventh Sign,5.9,0.59,79,0.005612789,Demi Moore, Michael Biehn, Jürgen Prochnow, Peter Friedman, Manny Jacobs, Nigel John Taylor,Carl Schultz
2162,881,40000000,0.105263158,7.602059991,Drama,12.330249,0.022521482,12/11/1992,243240178,0.087246493,8.386035313,138,0.411003236,A Few Good Men,7.1,0.71,899,0.063872114,Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon, Kevin Pollak, James Marshall,Post
2163,4478,38000000,0.1,7.579783597,Drama,7.118123,0.013001414,4/7/1993,266614059,0.095630343,8.425883047,117,0.343042071,Indecent Proposal,5.8,0.58,300,0.021314387,Robert Redford, Demi Moore, Woody Harrelson, Seymour Cassel, Oliver Platt, Billy Bob Thornton,Adrian Lyne
2166,2109,33000000,0.086842105,7.51851394," Action, Comedy, Crime, Thriller",11.840557,0.021627049,9/18/1998,244386864,0.087657792,8.388077859,98,0.281553398,Rush Hour,6.8,0.68,1254,0.089094139,Jackie Chan, Chris Tucker, Ken Leung, Tom Wilkinson, Tzi Ma, Chris Penn,Brett Ratner
2169,72987,0.0001,0,0,Drama,0.85691,0.001565164,9/18/1998,1782005,0.000639177,6.250908918,127,0.375404531,A Soldier's Daughter Never Cries,7,0.7,5,0.00035524,Kris Kristofferson, Leelee Sobieski, Jane Birkin, Barbara Hershey, Dominique Blanc, Virginie Ledoyen,James Ivory
2172,9877,14000000,0.036842105,7.146128036," Horror, Thriller",6.081401,0.011107817,9/25/1998,72527595,0.026014527,7.860503277,99,0.284789644,Urban Legend,5.6,0.56,293,0.020817052,Alicia Witt, Jared Leto, Rebecca Gayheart, Michael Rosenbaum, Loretta Devine, Tara Reid,
2177,14785,0.0001,0,0," Drama, Foreign",0.976798,0.001784142,9/9/1994,399,1.42756E-07,2.600972896,119,0.349514563,Bandit Queen,7.1,0.71,11,0.000781528,Seema Biswas, Nirmal Pandey, Rajesh Vivek, Raghuvir Yadav,,,Shekhar Kapur
2178,14794,0.0001,0,0,Drama,12.083475,0.022070744,12/19/1968,500000,0.000179342,5.698970004,111,0.323624595,If....,7.2,0.72,80,0.005683837,Malcolm McDowell, Richard Warwick, David Wood, Christine Noonan, Rupert Webster, Robert Swann,Lindsay Anderson
2181,1091,15000000,0.039473684,7.176091259," Horror, Mystery, Science Fiction",16.83125,0.030742664,6/25/1982,19629760,0.007040891,7.29291499,109,0.317152104,The Thing,7.8,0.78,1629,0.115737123,Kurt Russell, Keith David, Wilford Brimley, Donald Moffat, Richard Dysart, Charles Hallahan,"Associate Dolly Grip, Kris Krosskove"
2182,10403,8000000,0.021052632,6.903089987," Comedy, Drama",6.230854,0.011380797,4/3/1992,21706101,0.007785643,7.336581819,124,0.365695793,The Player,6.9,0.69,169,0.012007105,Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg, Peter Gallagher, Brion James,Robert Altman
2183,11337,10000000,0.026315789,7," Comedy, Drama, Romance",5.720538,0.010448693,9/26/1980,10389003,0.003726374,7.016573872,89,0.252427184,Stardust Memories,6.9,0.69,96,0.006820604,Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault, Tony Roberts, Daniel Stern,Woody Allen
2184,162,20000000,0.052631579,7.301029996," Fantasy, Drama, Romance",17.612244,0.032169168,12/5/1990,53000000,0.019010281,7.72427587,105,0.30420712,Edward Scissorhands,7.5,0.75,3731,0.265079929,Johnny Depp, Winona Ryder, Dianne Wiest, Alan Arkin, Anthony Michael Hall, Vincent Price,Tim Burton
2187,8916,60000000,0.157894737,7.77815125," Adventure, Animation, Comedy, Family",16.025625,0.029271172,10/2/1998,171757863,0.061606891,8.234916628,83,0.233009709,Antz,6,0.6,1320,0.093783304,Woody Allen, Dan Aykroyd, Anne Bancroft, Danny Glover, Gene Hackman, Jane Curtin,"Creative Consultant, Ted Elliott"
2188,28134,0.0001,0,0,Comedy,2.533982,0.004628375,5/18/1998,2197921,0.00078836,6.342012078,101,0.291262136,The Impostors,6,0.6,18,0.001278863,Oliver Platt, Stanley Tucci, Tony Shalhoub, Steve Buscemi, Isabella Rossellini, Billy Connolly,Stanley Tucci
2189,9429,17000000,0.044736842,7.230448921,Comedy,12.480685,0.022796257,10/1/1998,30331165,0.01087932,7.481889092,81,0.226537217,A Night at the Roxbury,5.9,0.59,202,0.014351687,Will Ferrell, Chris Kattan, Jennifer Coolidge, Michael Clarke Duncan, Eva Mendes, Richard Grieco,John Fortenberry
2194,10156,11000000,0.028947368,7.041392685,Comedy,9.270492,0.016932766,6/12/1981,31672907,0.011360582,7.500687926,92,0.262135922,History of the World: Part I,6.5,0.65,205,0.014564831,Mel Brooks, Dom DeLuise, Madeline Kahn, Harvey Korman, Cloris Leachman, Ron Carey,Mel Brooks
2195,10377,11000000,0.028947368,7.041392685," Comedy, Drama",7.922216,0.014470108,3/13/1992,64088552,0.022987573,7.806780459,120,0.352750809,My Cousin Vinny,7.3,0.73,393,0.027921847,Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield, Fred Gwynne, Bruce McGill,Jonathan Lynn
2204,4437,28000000,0.073684211,7.447158031," Thriller, Science Fiction",7.482865,0.013667624,12/6/1984,40400657,0.014491091,7.606388428,116,0.339805825,2010,6.6,0.66,290,0.020603908,Roy Scheider, John Lithgow, Helen Mirren, Bob Balaban, Keir Dullea, Douglas Rain,Novel
2205,1890,0.0001,0,0," Drama, Romance",8.503064,0.015531041,9/13/1986,31853080,0.011425207,7.503151432,119,0.349514563,Children of a Lesser God,6.9,0.69,72,0.005115453,William Hurt, Marlee Matlin, Piper Laurie, Philip Bosco, Allison Gompf, John F. Cleary,Randa Haines
2206,1955,5000000,0.013157895,6.698970004," Drama, History",8.405672,0.015353152,10/2/1980,26010864,0.009329695,7.415154778,124,0.365695793,The Elephant Man,7.9,0.79,740,0.052575488,Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller, Freddie Jones,David Lynch
2208,11932,25000000,0.065789474,7.397940009," Horror, Comedy",13.018491,0.023778572,10/16/1998,50671850,0.018175209,7.70476676,89,0.252427184,Bride of Chucky,5.5,0.55,366,0.026003552,Ed Gale, Jennifer Tilly, Brad Dourif, Katherine Heigl, Nick Stabile, John Ritter,Ronny Yu
2217,637,20000000,0.052631579,7.301029996," Comedy, Drama",39.39497,0.071955819,12/20/1997,229400000,0.082282235,8.360593414,116,0.339805825,Life Is Beautiful,8.3,0.83,3643,0.258827709,Nicoletta Braschi, Roberto Benigni, Giorgio Cantarini, Giustino Durano, Amerigo Fontani, Sergio Bini Bustric,
2220,20701,3500000,0.009210526,6.544068044," Thriller, Comedy, Fantasy, Horror",5.732016,0.010469658,5/3/1990,16324573,0.005855372,7.21284183,93,0.265372168,Tales from the Darkside: The Movie,5.8,0.58,92,0.006536412,Deborah Harry, Matthew Lawrence, Christian Slater, Steve Buscemi, Julianne Moore, Robert Sedgwick,John Harrison
2222,73,20000000,0.052631579,7.301029996,Drama,18.157166,0.033164481,10/30/1998,23875127,0.008563639,7.37794569,119,0.349514563,American History X,8.2,0.82,3120,0.221669627,Edward Norton, Edward Furlong, Avery Brooks, Jennifer Lien, Ethan Suplee, Stacy Keach,
2224,46889,12000000,0.031578947,7.079181246," Comedy, Drama, Romance",1.575026,0.002876819,10/30/1998,12902790,0.004628031,7.110683629,100,0.28802589,Living Out Loud,5.4,0.54,12,0.000852575,Holly Hunter, Danny DeVito, Queen Latifah, Martin Donovan, Rachael Leigh Cook, Richard Schiff,Richard LaGravenese
2227,9882,70000000,0.184210526,7.84509804," Drama, Action, Thriller, Crime",9.019114,0.016473618,11/6/1998,116672912,0.04184877,8.066970037,116,0.339805825,The Siege,6.1,0.61,361,0.025648313,Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub, Sami Bouajila, Mark Valley,Edward Zwick
2228,10663,23000000,0.060526316,7.361727836,Comedy,9.461823,0.017282236,11/6/1998,185991646,0.066712329,8.269493438,90,0.25566343,The Waterboy,5.9,0.59,521,0.037015986,Adam Sandler, Kathy Bates, Fairuza Balk, Henry Winkler, Jerry Reed, Lawrence Gilliard Jr.,Frank Coraci
2229,4518,30000000,0.078947368,7.477121255," Drama, History",7.566321,0.013820058,9/13/1998,82150642,0.029466166,7.914610962,124,0.365695793,Elizabeth,7.2,0.72,346,0.024582593,Cate Blanchett, Geoffrey Rush, Christopher Eccleston, Joseph Fiennes, Richard Attenborough, Fanny Ardant,
2230,1808,0.0001,0,0," Drama, Music",16.5293,0.030191146,10/23/1998,1053788,0.000377977,6.022753249,119,0.349514563,Velvet Goldmine,6.9,0.69,119,0.008454707,Ewan McGregor, Christian Bale, Jonathan Rhys Meyers, Janet McTeer, Toni Collette, Eddie Izzard,
2233,297,90000000,0.236842105,7.954242509," Fantasy, Drama, Mystery",14.026744,0.02562017,11/12/1998,142940100,0.051270405,8.155154082,178,0.540453074,Meet Joe Black,6.9,0.69,1174,0.083410302,Brad Pitt, Anthony Hopkins, Claire Forlani, Jeffrey Tambor, Marcia Gay Harden, Jake Weber,
2242,10002,0.0001,0,0," Drama, Crime, Romance",3.095584,0.005654154,6/13/1986,5794184,0.002078284,6.762992283,104,0.300970874,Mona Lisa,6.7,0.67,62,0.004404973,Bob Hoskins, Cathy Tyson, Michael Caine, Robbie Coltrane, Clarke Peters, Kate Hardie,"Neil Jordan, Executive Producer,  Denis O, Brien"
2243,41817,0.0001,0,0," Fantasy, Comedy, Science Fiction",5.531486,0.010103385,2/2/1990,4100000,0.001470606,6.612783857,100,0.28802589,Heart Condition,5.1,0.51,25,0.001776199,Bob Hoskins, Denzel Washington, Chloe Webb, Ray Baker, Alan Rachins, Roger E. Mosley,
2244,19426,0.0001,0,0,Drama,6.587353,0.01203195,10/3/1957,752045,0.000269747,5.876243828,110,0.32038835,Nights of Cabiria,7.9,0.79,122,0.008667851,Giulietta Masina, François Périer, Franca Marzi, Amedeo Nazzari, Dorian Gray, Aldo Silvani,Federico Fellini
